Year,LocationAbbr,LocationDesc,TopicDesc,Gender,Race,Age,Education
2015,SC,South Carolina,  Adults,Overall,All Races,18 to 24 Years,All Grades
2014,WA,Washington,  Adults,Male,All Races,All Ages,All Grades
2017,IA,Iowa,  Adults,Overall,All Races,All Ages,All Grades
2016-2017,WY,Wyoming,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,ID,Idaho,  Adults,Female,All Races,All Ages,All Grades
2016,OK,Oklahoma,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2017,NY,New York,E-  Adults,Female,All Races,All Ages,All Grades
2015,IL,Illinois,  Adults,Overall,All Races,All Ages,All Grades
2018,MT,Montana, Adults,Male,All Races,All Ages,All Grades
2015,VA,Virginia,  Adults,Female,All Races,All Ages,All Grades
2011,AL,Alabama,  Adults,Female,All Races,All Ages,All Grades
2016,CA,California,  Adults,Male,All Races,All Ages,All Grades
2012,VA,Virginia, Adults,Male,All Races,All Ages,All Grades
2012,NV,Nevada,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2015,NC,North Carolina,  Adults,Female,All Races,All Ages,All Grades
2019,UT,Utah,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,HI,Hawaii,  Adults,Overall,All Races,18 to 24 Years,All Grades
2013,KS,Kansas,  Adults,Male,All Races,All Ages,All Grades
2016,SC,South Carolina,E-  Adults,Overall,All Races,All Ages,All Grades
2012,AR,Arkansas,  Adults,Male,All Races,All Ages,All Grades
2019,MI,Michigan,  Adults,Overall,All Races,All Ages,All Grades
2019,KY,Kentucky,  Adults,Overall,All Races,18 to 24 Years,All Grades
2017,SC,South Carolina,  Adults,Male,All Races,All Ages,All Grades
2013,NC,North Carolina,  Adults,Overall,All Races,All Ages,All Grades
2014,NV,Nevada,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2011,OK,Oklahoma,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2017,ND,North Dakota,  Adults,Overall,All Races,45 to 64 Years,All Grades
2015,WY,Wyoming,  Adults,Overall,All Races,65 Years and Older,All Grades
2012,MI,Michigan,  Adults,Male,All Races,All Ages,All Grades
2018,CT,Connecticut,E-  Adults,Overall,All Races,25 to 44 Years,All Grades
2018,TN,Tennessee,  Adults,Male,All Races,All Ages,All Grades
2017,VT,Vermont,  Adults,Overall,All Races,45 to 64 Years,All Grades
2012-2013,NH,New Hampshire,  Adults,Overall,African American,All Ages,All Grades
2019,TN,Tennessee,  Adults,Female,All Races,All Ages,All Grades
2012,NJ,New Jersey,  Adults,Male,All Races,All Ages,All Grades
2019,WA,Washington,  Adults,Overall,All Races,All Ages,All Grades
2016,PA,Pennsylvania,  Adults,Overall,African American,All Ages,All Grades
2014,CO,Colorado,  Adults,Overall,All Races,18 to 24 Years,All Grades
2019,GA,Georgia,  Adults,Overall,White,All Ages,All Grades
2016,NM,New Mexico,E-  Adults,Overall,Hispanic,All Ages,All Grades
2018,AK,Alaska,  Adults,Female,All Races,All Ages,All Grades
2016-2017,IA,Iowa,  Adults,Overall,White,All Ages,All Grades
2018,VA,Virginia,  Adults,Overall,All Races,All Ages,All Grades
2016,DE,Delaware,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2015,AL,Alabama,  Adults,Overall,Hispanic,All Ages,All Grades
2019,VT,Vermont,  Adults,Female,All Races,All Ages,All Grades
2015,OH,Ohio,  Adults,Overall,All Races,25 to 44 Years,All Grades
2016-2017,MT,Montana,  Adults,Overall,White,All Ages,All Grades
2014,SC,South Carolina,  Adults,Male,All Races,All Ages,All Grades
2017,CA,California,  Adults,Male,All Races,All Ages,All Grades
2012,KS,Kansas,  Adults,Male,All Races,All Ages,All Grades
2017,MN,Minnesota,  Adults,Male,All Races,All Ages,All Grades
2012,VT,Vermont,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,GU,Guam,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2014,ME,Maine,  Adults,Overall,All Races,All Ages,All Grades
2015,UT,Utah,  Adults,Overall,All Races,All Ages,All Grades
2017-2018,LA,Louisiana,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,MT,Montana,  Adults,Overall,All Races,All Ages,All Grades
2012,MO,Missouri,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2012,ID,Idaho,  Adults,Overall,All Races,All Ages,All Grades
2014,TX,Texas,  Adults,Overall,All Races,All Ages,All Grades
2018,NY,New York,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,IL,Illinois,  Adults,Overall,African American,All Ages,All Grades
2017,PA,Pennsylvania,E-  Adults,Overall,All Races,All Ages,All Grades
2016,MT,Montana,  Adults,Overall,All Races,25 to 44 Years,All Grades
2014,OK,Oklahoma, Adults,Overall,All Races,All Ages,All Grades
2016,MD,Maryland,  Adults,Overall,All Races,All Ages,All Grades
2018,TN,Tennessee, Adults,Female,All Races,All Ages,All Grades
2016,CA,California,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2012,AZ,Arizona,  Adults,Female,All Races,All Ages,All Grades
2015,NJ,New Jersey,  Adults,Overall,All Races,All Ages,All Grades
2013,AK,Alaska,  Adults,Overall,All Races,All Ages,All Grades
2017-2018,HI,Hawaii,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2017-2018,WA,Washington,  Adults,Overall,Hispanic,All Ages,All Grades
2017,VT,Vermont,E-  Adults,Overall,All Races,All Ages,All Grades
2011,CT,Connecticut,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2016,PR,Puerto Rico,E-  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2016,CT,Connecticut,  Adults,Female,All Races,All Ages,All Grades
2016,NE,Nebraska,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2018,ID,Idaho,  Adults,Overall,All Races,45 to 64 Years,All Grades
2011,FL,Florida,  Adults,Overall,All Races,65 Years and Older,All Grades
2019,TX,Texas,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2013,DC,District of Columbia,  Adults,Overall,All Races,All Ages,All Grades
2013,CT,Connecticut,  Adults,Male,All Races,All Ages,All Grades
2018,RI,Rhode Island,  Adults,Overall,All Races,65 Years and Older,All Grades
2015,WY,Wyoming,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,PA,Pennsylvania,  Adults,Female,All Races,All Ages,All Grades
2019,DE,Delaware,  Adults,Male,All Races,All Ages,All Grades
2011,KY,Kentucky, Adults,Male,All Races,All Ages,All Grades
2017,MS,Mississippi,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,WA,Washington,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2017,NE,Nebraska,  Adults,Overall,All Races,25 to 44 Years,All Grades
2016,NY,New York,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018-2019,AR,Arkansas,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,WY,Wyoming,  Adults,Overall,All Races,All Ages,All Grades
2011,AR,Arkansas,  Adults,Overall,All Races,All Ages,All Grades
2017,HI,Hawaii,E-  Adults,Female,All Races,All Ages,All Grades
2019,IL,Illinois,  Adults,Male,All Races,All Ages,All Grades
2018-2019,NC,North Carolina,  Adults,Overall,African American,All Ages,All Grades
2017,WI,Wisconsin,  Adults,Overall,All Races,All Ages,All Grades
2011,MO,Missouri,  Adults,Overall,White,All Ages,All Grades
2014,IN,Indiana,  Adults,Female,All Races,All Ages,All Grades
2017,NJ,New Jersey,E-  Adults,Male,All Races,All Ages,All Grades
2015,NH,New Hampshire,  Adults,Female,All Races,18 to 44 Years,All Grades
2014,VT,Vermont,  Adults,Overall,African American,All Ages,All Grades
2017,NY,New York,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,MA,Massachusetts,  Adults,Overall,All Races,All Ages,All Grades
2011,CO,Colorado,  Adults,Female,All Races,All Ages,All Grades
2016,RI,Rhode Island,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,TN,Tennessee,  Adults,Overall,Hispanic,All Ages,All Grades
2017,OH,Ohio,E-  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2011,DE,Delaware,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,NH,New Hampshire,  Adults,Female,All Races,18 to 44 Years,All Grades
2016,MA,Massachusetts,  Adults,Male,All Races,All Ages,All Grades
2012,US,National Median (States and DC),  Adults,Overall,All Races,All Ages,All Grades
2017,ND,North Dakota,  Adults,Female,All Races,All Ages,All Grades
2013,GA,Georgia,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2016,NV,Nevada,  Adults,Male,All Races,All Ages,All Grades
2017-2018,MO,Missouri,  Adults,Overall,African American,All Ages,All Grades
2017,KY,Kentucky,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2015,DE,Delaware,  Adults,Overall,All Races,All Ages,All Grades
2017,OR,Oregon,  Adults,Overall,All Races,All Ages,All Grades
2011,PA,Pennsylvania,  Adults,Female,All Races,All Ages,All Grades
2013,SC,South Carolina,  Adults,Male,All Races,All Ages,All Grades
2011,AK,Alaska,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,SD,South Dakota,  Adults,Female,All Races,All Ages,All Grades
2016,PR,Puerto Rico,E-  Adults,Overall,African American,All Ages,All Grades
2012,OH,Ohio,  Adults,Male,All Races,All Ages,All Grades
2014,CT,Connecticut,  Adults,Overall,All Races,All Ages,All Grades
2017,ID,Idaho,E-  Adults,Overall,All Races,All Ages,All Grades
2013,FL,Florida,  Adults,Female,All Races,All Ages,All Grades
2016,CO,Colorado,E-  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2013,KS,Kansas,  Adults,Male,All Races,All Ages,All Grades
2017,WA,Washington,  Adults,Male,All Races,All Ages,All Grades
2012-2013,MS,Mississippi,  Adults,Overall,White,All Ages,All Grades
2015,CA,California,  Adults,Female,All Races,All Ages,All Grades
2015,IL,Illinois,  Adults,Male,All Races,All Ages,All Grades
2016,VT,Vermont,  Adults,Overall,All Races,All Ages,All Grades
2017,IN,Indiana,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2018,PR,Puerto Rico, Adults,Overall,All Races,All Ages,All Grades
2019,DC,District of Columbia,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2014,NE,Nebraska, Adults,Overall,All Races,All Ages,All Grades
2014,FL,Florida,  Adults,Overall,All Races,All Ages,All Grades
2013,TN,Tennessee, Adults,Female,All Races,All Ages,All Grades
2018,LA,Louisiana,  Adults,Female,All Races,All Ages,All Grades
2011,WI,Wisconsin,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2017,MO,Missouri,  Adults,Female,All Races,All Ages,All Grades
2017,NC,North Carolina,E-  Adults,Overall,All Races,All Ages,All Grades
2018,ID,Idaho,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2015,WA,Washington,  Adults,Female,All Races,All Ages,All Grades
2014,KS,Kansas,  Adults,Overall,All Races,25 to 44 Years,All Grades
2012-2013,NE,Nebraska,  Adults,Overall,Hispanic,All Ages,All Grades
2011,DC,District of Columbia,  Adults,Female,All Races,All Ages,All Grades
2011-2012,WI,Wisconsin,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2014,GU,Guam,  Adults,Male,All Races,All Ages,All Grades
2014,KS,Kansas,  Adults,Male,All Races,All Ages,All Grades
2016,AZ,Arizona,  Adults,Overall,All Races,All Ages,All Grades
2015,OK,Oklahoma,  Adults,Female,All Races,18 to 44 Years,All Grades
2013-2014,MT,Montana,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,VT,Vermont,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2018,NE,Nebraska,E-  Adults,Overall,All Races,All Ages,All Grades
2012,TX,Texas,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2016,SC,South Carolina,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2015,WY,Wyoming,  Adults,Female,All Races,All Ages,All Grades
2014,CO,Colorado,  Adults,Overall,African American,All Ages,All Grades
2016,AK,Alaska,  Adults,Overall,All Races,All Ages,All Grades
2016,OH,Ohio,  Adults,Male,All Races,All Ages,All Grades
2015,RI,Rhode Island,  Adults,Male,All Races,All Ages,All Grades
2018,NM,New Mexico,  Adults,Overall,All Races,All Ages,All Grades
2015,TX,Texas, Adults,Male,All Races,All Ages,All Grades
2016,VA,Virginia,  Adults,Male,All Races,All Ages,All Grades
2016,NV,Nevada, Adults,Male,All Races,All Ages,All Grades
2018,WI,Wisconsin,  Adults,Male,All Races,All Ages,All Grades
2012,ND,North Dakota,  Adults,Male,All Races,All Ages,All Grades
2012,AR,Arkansas,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2012-2013,IL,Illinois,  Adults,Overall,White,All Ages,All Grades
2017-2018,NV,Nevada,  Adults,Overall,White,All Ages,All Grades
2016,IN,Indiana,  Adults,Male,All Races,All Ages,All Grades
2014,AZ,Arizona,  Adults,Overall,All Races,18 to 24 Years,All Grades
2011-2012,SD,South Dakota,  Adults,Overall,White,All Ages,All Grades
2015,NE,Nebraska,  Adults,Female,All Races,All Ages,All Grades
2016,MS,Mississippi,  Adults,Female,All Races,18 to 44 Years,All Grades
2016,IA,Iowa,  Adults,Female,All Races,All Ages,All Grades
2015,KY,Kentucky,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2019,WV,West Virginia,  Adults,Male,All Races,All Ages,All Grades
2016,VA,Virginia,  Adults,Male,All Races,All Ages,All Grades
2018,CA,California,  Adults,Overall,All Races,45 to 64 Years,All Grades
2014,AR,Arkansas,  Adults,Overall,All Races,All Ages,All Grades
2016,SC,South Carolina,  Adults,Female,All Races,All Ages,All Grades
2018,WI,Wisconsin,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2016,RI,Rhode Island,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2014,LA,Louisiana,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,RI,Rhode Island,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,RI,Rhode Island,  Adults,Overall,All Races,18 to 24 Years,All Grades
2015,MS,Mississippi,  Adults,Male,All Races,All Ages,All Grades
2013-2014,MO,Missouri,  Adults,Overall,Hispanic,All Ages,All Grades
2012,TX,Texas,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017,DC,District of Columbia,E-  Adults,Female,All Races,All Ages,All Grades
2012,MT,Montana,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2011,AZ,Arizona,  Adults,Male,All Races,All Ages,All Grades
2017,HI,Hawaii,  Adults,Female,All Races,All Ages,All Grades
2016,SD,South Dakota,  Adults,Male,All Races,All Ages,All Grades
2013,VT,Vermont, Adults,Female,All Races,All Ages,All Grades
2014,IN,Indiana,  Adults,Overall,All Races,All Ages,All Grades
2017,AZ,Arizona,  Adults,Overall,All Races,All Ages,All Grades
2014,NE,Nebraska,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2019,PA,Pennsylvania,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018,CT,Connecticut,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,NC,North Carolina,  Adults,Overall,African American,All Ages,All Grades
2013,OK,Oklahoma,  Adults,Overall,All Races,All Ages,All Grades
2016,ID,Idaho,  Adults,Overall,African American,All Ages,All Grades
2016,AL,Alabama,  Adults,Female,All Races,All Ages,All Grades
2019,AZ,Arizona,  Adults,Overall,All Races,18 to 24 Years,All Grades
2011,HI,Hawaii,  Adults,Male,All Races,All Ages,All Grades
2016,ND,North Dakota,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2018,DE,Delaware,E-  Adults,Female,All Races,18 to 44 Years,All Grades
2011,AK,Alaska,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2016,DE,Delaware,  Adults,Overall,All Races,45 to 64 Years,All Grades
2015-2016,ID,Idaho,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2017-2018,IL,Illinois,  Adults,Overall,African American,All Ages,All Grades
2013,AR,Arkansas,  Adults,Overall,White,All Ages,All Grades
2016,NJ,New Jersey,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016,NE,Nebraska, Adults,Male,All Races,All Ages,All Grades
2012,SD,South Dakota,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2012-2013,AZ,Arizona,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2019,CO,Colorado,  Adults,Overall,White,All Ages,All Grades
2016,NV,Nevada,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2017,PA,Pennsylvania,E-  Adults,Overall,All Races,All Ages,All Grades
2017,AK,Alaska,E-  Adults,Overall,All Races,All Ages,All Grades
2011,KY,Kentucky, Adults,Male,All Races,All Ages,All Grades
2014,OK,Oklahoma,  Adults,Overall,White,All Ages,All Grades
2015-2016,WI,Wisconsin,  Adults,Overall,White,All Ages,All Grades
2013,WA,Washington, Adults,Overall,All Races,All Ages,All Grades
2012,MO,Missouri,  Adults,Male,All Races,All Ages,All Grades
2014,VA,Virginia,  Adults,Overall,All Races,25 to 44 Years,All Grades
2015,CO,Colorado,  Adults,Overall,All Races,65 Years and Older,All Grades
2016,UT,Utah,E-  Adults,Overall,All Races,All Ages,All Grades
2011-2012,OR,Oregon,  Adults,Overall,African American,All Ages,All Grades
2012,HI,Hawaii,  Adults,Overall,All Races,All Ages,All Grades
2014,MN,Minnesota, Adults,Male,All Races,All Ages,All Grades
2016,WV,West Virginia,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,CT,Connecticut,  Adults,Overall,All Races,All Ages,All Grades
2018,ME,Maine,  Adults,Male,All Races,All Ages,All Grades
2015-2016,MS,Mississippi,  Adults,Overall,Hispanic,All Ages,All Grades
2013,DE,Delaware,  Adults,Female,All Races,All Ages,All Grades
2016,PA,Pennsylvania,E-  Adults,Overall,All Races,18 to 24 Years,All Grades
2012,KS,Kansas,  Adults,Male,All Races,All Ages,All Grades
2019,ID,Idaho,  Adults,Female,All Races,All Ages,All Grades
2017,MO,Missouri,  Adults,Overall,All Races,All Ages,All Grades
2012,SC,South Carolina,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2018,ME,Maine,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2012,MO,Missouri,  Adults,Overall,All Races,All Ages,All Grades
2013,OH,Ohio,  Adults,Overall,All Races,18 to 24 Years,All Grades
2018,KY,Kentucky,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2014,ID,Idaho,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,IN,Indiana,  Adults,Overall,White,All Ages,All Grades
2012,MS,Mississippi,  Adults,Female,All Races,18 to 44 Years,All Grades
2016,CT,Connecticut,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2018,VA,Virginia,  Adults,Overall,All Races,All Ages,All Grades
2016,PR,Puerto Rico,  Adults,Overall,African American,All Ages,All Grades
2017,NH,New Hampshire,E-  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2016,NM,New Mexico,  Adults,Female,All Races,All Ages,All Grades
2011,CT,Connecticut,  Adults,Overall,African American,All Ages,All Grades
2015,IA,Iowa,  Adults,Overall,All Races,18 to 24 Years,All Grades
2016,KS,Kansas,  Adults,Female,All Races,All Ages,All Grades
2018,NE,Nebraska,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2017,SC,South Carolina,  Adults,Overall,All Races,45 to 64 Years,All Grades
2014,AK,Alaska,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,SD,South Dakota,  Adults,Female,All Races,All Ages,All Grades
2012,NY,New York,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2018,ID,Idaho,  Adults,Female,All Races,All Ages,All Grades
2014,RI,Rhode Island,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2019,PA,Pennsylvania,  Adults,Overall,All Races,All Ages,All Grades
2012,GU,Guam,  Adults,Overall,All Races,All Ages,All Grades
2011,VA,Virginia,  Adults,Overall,All Races,18 to 24 Years,All Grades
2014,PA,Pennsylvania,  Adults,Overall,All Races,All Ages,All Grades
2015,ID,Idaho,  Adults,Female,All Races,All Ages,All Grades
2019,OK,Oklahoma, Adults,Male,All Races,All Ages,All Grades
2015,SC,South Carolina,  Adults,Male,All Races,All Ages,All Grades
2011,SD,South Dakota,  Adults,Female,All Races,18 to 44 Years,All Grades
2016,IL,Illinois,E-  Adults,Overall,All Races,All Ages,All Grades
2014,HI,Hawaii,  Adults,Overall,All Races,All Ages,All Grades
2019,TX,Texas,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,WA,Washington,  Adults,Female,All Races,All Ages,All Grades
2016,NH,New Hampshire, Adults,Overall,All Races,All Ages,All Grades
2018,TX,Texas,  Adults,Female,All Races,All Ages,All Grades
2012,NE,Nebraska,  Adults,Male,All Races,All Ages,All Grades
2011,MT,Montana,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2017,ID,Idaho,  Adults,Male,All Races,All Ages,All Grades
2012,PR,Puerto Rico, Adults,Overall,All Races,All Ages,All Grades
2017,ID,Idaho,E-  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2012,TN,Tennessee,  Adults,Female,All Races,All Ages,All Grades
2018-2019,OR,Oregon,  Adults,Overall,African American,All Ages,All Grades
2016,CO,Colorado,  Adults,Male,All Races,All Ages,All Grades
2016,DC,District of Columbia,  Adults,Overall,All Races,All Ages,All Grades
2017,WI,Wisconsin,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2013,NJ,New Jersey,  Adults,Male,All Races,All Ages,All Grades
2011-2012,ID,Idaho,  Adults,Overall,Hispanic,All Ages,All Grades
2012,ND,North Dakota,  Adults,Male,All Races,All Ages,All Grades
2015,NV,Nevada,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2017-2018,CA,California,  Adults,Overall,White,All Ages,All Grades
2018,GU,Guam,  Adults,Male,All Races,All Ages,All Grades
2016,OR,Oregon,  Adults,Male,All Races,All Ages,All Grades
2014,OK,Oklahoma,  Adults,Overall,All Races,All Ages,All Grades
2014-2015,AL,Alabama,  Adults,Overall,Hispanic,All Ages,All Grades
2016,IA,Iowa,E-  Adults,Overall,African American,All Ages,All Grades
2014,AZ,Arizona,  Adults,Overall,All Races,45 to 64 Years,All Grades
2016,TN,Tennessee,E-  Adults,Male,All Races,All Ages,All Grades
2018,NJ,New Jersey,  Adults,Overall,All Races,65 Years and Older,All Grades
2014,DE,Delaware,  Adults,Overall,All Races,65 Years and Older,All Grades
2017,IN,Indiana, Adults,Overall,All Races,All Ages,All Grades
2011-2012,AZ,Arizona,  Adults,Overall,African American,All Ages,All Grades
2019,OR,Oregon,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2012,MT,Montana,  Adults,Male,All Races,All Ages,All Grades
2015,WV,West Virginia, Adults,Female,All Races,All Ages,All Grades
2017-2018,FL,Florida,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,PA,Pennsylvania,  Adults,Overall,All Races,All Ages,All Grades
2014,IL,Illinois,  Adults,Overall,All Races,45 to 64 Years,All Grades
2016,SC,South Carolina,E-  Adults,Overall,White,All Ages,All Grades
2017,WA,Washington,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017,WY,Wyoming,  Adults,Female,All Races,18 to 44 Years,All Grades
2017,CA,California, Adults,Overall,All Races,All Ages,All Grades
2012,PA,Pennsylvania,  Adults,Male,All Races,All Ages,All Grades
2015,TX,Texas,  Adults,Male,All Races,All Ages,All Grades
2015,DE,Delaware,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2014,DC,District of Columbia,  Adults,Overall,All Races,65 Years and Older,All Grades
2017,MA,Massachusetts,  Adults,Overall,All Races,All Ages,All Grades
2013,NH,New Hampshire,  Adults,Overall,African American,All Ages,All Grades
2013,TX,Texas,  Adults,Overall,Hispanic,All Ages,All Grades
2017-2018,VA,Virginia,  Adults,Overall,Hispanic,All Ages,All Grades
2011,WY,Wyoming,  Adults,Male,All Races,All Ages,All Grades
2014,KY,Kentucky, Adults,Male,All Races,All Ages,All Grades
2016,MD,Maryland,E-  Adults,Overall,All Races,Age 20 and Older,12th Grade
2014,SC,South Carolina,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2018-2019,WA,Washington,  Adults,Overall,African American,All Ages,All Grades
2016,MS,Mississippi,  Adults,Female,All Races,All Ages,All Grades
2017,MI,Michigan,  Adults,Overall,African American,All Ages,All Grades
2018,NV,Nevada,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2015,LA,Louisiana,  Adults,Male,All Races,All Ages,All Grades
2012,IA,Iowa,  Adults,Overall,All Races,25 to 44 Years,All Grades
2012,OR,Oregon,  Adults,Female,All Races,All Ages,All Grades
2017,IN,Indiana,  Adults,Female,All Races,All Ages,All Grades
2014,GA,Georgia,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2012,FL,Florida,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2014,IA,Iowa,  Adults,Male,All Races,All Ages,All Grades
2017,SD,South Dakota,E-  Adults,Overall,All Races,All Ages,All Grades
2015,HI,Hawaii,  Adults,Male,All Races,All Ages,All Grades
2013-2014,SC,South Carolina,  Adults,Overall,African American,All Ages,All Grades
2012,CA,California,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2019,MA,Massachusetts,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2016,NH,New Hampshire,  Adults,Overall,All Races,All Ages,All Grades
2013,NM,New Mexico,  Adults,Overall,All Races,25 to 44 Years,All Grades
2014,NJ,New Jersey,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2015-2016,OH,Ohio,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,OK,Oklahoma,  Adults,Female,All Races,All Ages,All Grades
2011,WV,West Virginia,  Adults,Overall,All Races,All Ages,All Grades
2019,PR,Puerto Rico,  Adults,Female,All Races,All Ages,All Grades
2012,SD,South Dakota,  Adults,Overall,All Races,18 to 24 Years,All Grades
2016,MO,Missouri,  Adults,Overall,All Races,45 to 64 Years,All Grades
2017,MD,Maryland,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2015,PR,Puerto Rico,  Adults,Female,All Races,All Ages,All Grades
2011,ID,Idaho,  Adults,Female,All Races,All Ages,All Grades
2017,MO,Missouri,  Adults,Overall,All Races,All Ages,All Grades
2017,SD,South Dakota,E-  Adults,Male,All Races,All Ages,All Grades
2012,VA,Virginia,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2014,ID,Idaho,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2015,AR,Arkansas,  Adults,Overall,Hispanic,All Ages,All Grades
2012,RI,Rhode Island,  Adults,Overall,All Races,All Ages,All Grades
2014,GA,Georgia,  Adults,Male,All Races,All Ages,All Grades
2017,KY,Kentucky,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2012,WA,Washington,  Adults,Overall,All Races,25 to 44 Years,All Grades
2018-2019,MA,Massachusetts,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,AZ,Arizona,  Adults,Male,All Races,All Ages,All Grades
2015,UT,Utah,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2011,SD,South Dakota,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2019,SC,South Carolina,  Adults,Overall,All Races,18 to 24 Years,All Grades
2017-2018,NH,New Hampshire,E-  Adults,Overall,African American,All Ages,All Grades
2018,WA,Washington,  Adults,Female,All Races,All Ages,All Grades
2019,WY,Wyoming,  Adults,Overall,White,All Ages,All Grades
